CustomerID,first_purchase_date,total_orders,total_revenue,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
15018,2011-04-01 09:56:00,3,607.46,253,3,607.46,2,3,3,233,Others
15019,2011-03-18 12:35:00,1,266.0,267,1,266.0,2,1,1,211,Hibernating
15021,2011-12-01 11:53:00,9,2120.46,9,9,2120.46,5,5,4,554,Champions
15022,2011-11-13 14:42:00,4,905.04,26,4,905.04,5,4,3,543,Loyalists
15023,2011-07-03 13:05:00,11,7840.66,159,11,7840.66,3,5,5,355,Loyalists
15024,2011-08-02 13:09:00,10,2349.42,129,10,2349.42,3,5,4,354,Loyalists
15025,2011-11-06 15:20:00,1,377.01,33,1,377.01,5,1,2,512,Potential Loyalist
15026,2011-03-07 13:45:00,3,469.0,277,3,469.0,2,3,2,232,Others
15027,2011-05-04 15:25:00,4,1066.15,219,4,1066.15,2,4,4,244,Others
15028,2011-12-01 14:06:00,4,813.1,8,4,813.1,5,4,3,543,Loyalists
15030,2011-03-16 15:34:00,2,518.28,268,2,518.28,2,3,2,232,Others
15031,2011-03-02 14:46:00,4,668.14,282,4,668.14,2,4,3,243,Others
15032,2010-12-08 12:57:00,3,7729.7,366,3,7729.7,1,3,5,135,Others
15033,2011-07-03 12:52:00,10,3156.74,159,10,3156.74,3,5,5,355,Loyalists
15034,2011-01-05 15:57:00,8,5734.96,338,8,5734.96,1,5,5,155,Others
15035,2011-09-11 11:08:00,1,252.73,90,1,252.73,4,1,1,411,Potential Loyalist
15036,2011-06-13 12:19:00,3,465.55,180,3,465.55,3,3,2,332,Loyalists
15038,2011-10-02 10:58:00,6,831.92,69,6,831.92,4,5,3,453,Loyalists
15039,2011-02-01 10:47:00,47,25197.48,312,47,25197.48,1,5,5,155,Others
15041,2011-06-22 16:16:00,1,180.35,170,1,180.35,3,1,1,311,Others
15042,2011-05-24 16:25:00,1,135.93,199,1,135.93,2,1,1,211,Hibernating
15043,2011-11-08 14:26:00,1,537.0,31,1,537.0,5,1,2,512,Potential Loyalist
15044,2011-10-04 15:41:00,17,10918.43,66,17,10918.43,4,5,5,455,Champions
15045,2011-07-11 11:33:00,2,735.66,152,2,735.66,3,3,3,333,Loyalists
15046,2011-02-02 12:10:00,15,6332.96,311,15,6332.96,1,5,5,155,Others
15047,2011-03-15 10:49:00,1,343.62,270,1,343.62,2,1,2,212,Hibernating
15048,2011-05-03 11:40:00,4,482.75,221,4,482.75,2,4,2,242,Others
15049,2011-03-11 12:13:00,1,121.17,274,1,121.17,2,1,1,211,Hibernating
15050,2011-11-14 16:17:00,3,1782.09,25,3,1782.09,5,3,4,534,Loyalists
15051,2011-07-12 15:29:00,3,1391.61,150,3,1391.61,3,3,4,334,Loyalists
15052,2011-01-24 15:52:00,1,431.56,319,1,431.56,1,1,2,112,Hibernating
15053,2011-03-03 12:06:00,3,697.79,282,3,697.79,2,3,3,233,Others
15054,2011-11-27 15:02:00,2,302.1,12,2,302.1,5,3,2,532,Loyalists
15057,2011-03-09 15:17:00,2,2620.5,275,2,2620.5,2,3,5,235,Others
15058,2011-08-07 10:43:00,11,2603.06,125,11,2603.06,3,5,5,355,Loyalists
15059,2011-05-08 12:36:00,9,1707.63,216,9,1707.63,2,5,4,254,Others
15060,2011-12-01 13:47:00,4,303.09,8,4,303.09,5,4,2,542,Loyalists
15061,2011-03-02 12:24:00,48,77205.47,283,48,77205.47,2,5,5,255,Others
15062,2011-05-06 10:19:00,4,1196.94,218,4,1196.94,2,4,4,244,Others
15063,2011-05-10 13:25:00,1,370.8,213,1,370.8,2,1,2,212,Hibernating
15065,2011-11-02 09:45:00,4,3158.13,38,4,3158.13,5,4,5,545,Champions
15066,2011-10-17 13:25:00,1,893.59,53,1,893.59,4,1,3,413,Potential Loyalist
15067,2011-03-02 12:10:00,3,1744.76,283,3,1744.76,2,3,4,234,Others
15068,2011-10-24 14:47:00,2,553.36,46,2,553.36,4,3,2,432,Loyalists
15069,2011-06-13 14:16:00,1,1109.53,179,1,1109.53,3,1,4,314,Others
15070,2010-12-02 11:23:00,1,212.4,373,1,212.4,1,1,1,111,Hibernating
15071,2011-09-07 11:43:00,2,982.07,94,2,982.07,4,3,3,433,Loyalists
15073,2011-06-06 09:59:00,3,1043.41,187,3,1043.41,3,3,3,333,Loyalists
15074,2011-08-26 14:45:00,1,748.87,105,1,748.87,3,1,3,313,Others
15075,2011-09-23 12:27:00,1,773.03,78,1,773.03,4,1,3,413,Potential Loyalist
15076,2011-06-20 08:23:00,1,880.85,173,1,880.85,3,1,3,313,Others
15078,2011-06-02 10:00:00,32,10941.46,191,32,10941.46,3,5,5,355,Loyalists
15079,2010-12-09 09:25:00,4,1404.85,366,4,1404.85,1,4,4,144,Others
15081,2011-10-05 11:16:00,5,615.95,66,5,615.95,4,4,3,443,Loyalists
15083,2011-03-28 12:18:00,1,88.2,257,1,88.2,2,1,1,211,Hibernating
15087,2011-03-03 10:34:00,1,306.94,282,1,306.94,2,1,2,212,Hibernating
15088,2011-10-03 14:05:00,2,1160.07,67,2,1160.07,4,3,4,434,Loyalists
15089,2011-08-03 14:14:00,6,2420.84,128,6,2420.84,3,5,5,355,Loyalists
15090,2011-02-04 14:03:00,1,762.64,308,1,762.64,1,1,3,113,Hibernating
15091,2011-10-03 12:47:00,1,480.71,68,1,480.71,4,1,2,412,Potential Loyalist
15092,2011-03-01 12:24:00,2,457.81,284,2,457.81,1,3,2,132,Others
15093,2010-12-02 18:25:00,6,6441.15,372,6,6441.15,1,5,5,155,Others
15095,2011-05-20 14:27:00,4,1370.6,203,4,1370.6,2,4,4,244,Others
15096,2011-10-28 10:27:00,1,219.39,43,1,219.39,4,1,1,411,Potential Loyalist
15097,2011-12-05 14:03:00,1,248.08,4,1,248.08,5,1,1,511,Potential Loyalist
15098,2011-06-10 15:22:00,3,39916.5,182,3,39916.5,3,3,5,335,Loyalists
15099,2011-09-16 13:13:00,1,410.48,84,1,410.48,4,1,2,412,Potential Loyalist
15100,2010-12-01 09:09:00,3,1752.0,374,3,1752.0,1,3,4,134,Others
15101,2011-12-01 10:18:00,2,419.81,9,2,419.81,5,3,2,532,Loyalists
15103,2011-11-08 14:53:00,2,703.36,31,2,703.36,5,3,3,533,Loyalists
15104,2011-03-02 14:16:00,2,1027.44,282,2,1027.44,2,3,3,233,Others
15105,2011-10-03 15:32:00,7,2298.93,67,7,2298.93,4,5,4,454,Champions
15106,2011-10-05 14:14:00,5,1422.52,65,5,1422.52,4,4,4,444,Champions
15107,2011-02-01 14:46:00,6,639.0,311,6,639.0,1,5,3,153,Others
15108,2011-06-05 12:51:00,4,1300.25,187,4,1300.25,3,4,4,344,Loyalists
15109,2011-04-08 09:58:00,1,484.95,246,1,484.95,2,1,2,212,Hibernating
15110,2011-08-05 09:25:00,4,1165.75,127,4,1165.75,3,4,4,344,Loyalists
15111,2010-12-02 11:45:00,3,1855.98,373,3,1855.98,1,3,4,134,Others
15113,2011-11-14 10:33:00,3,3609.33,26,3,3609.33,5,3,5,535,Loyalists
15114,2011-05-06 14:22:00,10,3019.61,217,10,3019.61,2,5,5,255,Others
15115,2011-11-21 14:59:00,1,340.11,18,1,340.11,5,1,2,512,Potential Loyalist
15116,2011-10-13 12:17:00,4,1352.75,58,4,1352.75,4,4,4,444,Champions
15117,2011-05-08 12:38:00,5,1551.78,216,5,1551.78,2,4,4,244,Others
15118,2011-07-28 14:54:00,1,244.8,134,1,244.8,3,1,1,311,Others
15119,2011-04-08 09:08:00,1,266.4,246,1,266.4,2,1,1,211,Hibernating
15120,2011-07-29 09:48:00,1,358.82,134,1,358.82,3,1,2,312,Others
15121,2011-10-20 14:51:00,2,457.72,50,2,457.72,4,3,2,432,Loyalists
15122,2011-02-15 09:59:00,3,2030.82,298,3,2030.82,1,3,4,134,Others
15123,2011-12-02 13:12:00,2,2199.31,7,2,2199.31,5,3,4,534,Loyalists
15124,2011-06-01 09:06:00,2,184.19,192,2,184.19,3,3,1,331,Loyalists
15125,2011-10-10 10:07:00,15,11528.48,61,15,11528.48,4,5,5,455,Champions
15127,2011-10-05 10:30:00,1,406.53,66,1,406.53,4,1,2,412,Potential Loyalist
15128,2011-05-04 12:32:00,4,1471.0,220,4,1471.0,2,4,4,244,Others
15129,2011-05-05 08:32:00,11,3447.4,219,11,3447.4,2,5,5,255,Others
15130,2011-06-23 10:15:00,1,330.11,170,1,330.11,3,1,2,312,Others
15132,2011-10-14 14:00:00,5,977.93,56,5,977.93,4,4,3,443,Loyalists
15133,2011-08-04 10:44:00,3,1315.62,128,3,1315.62,3,3,4,334,Loyalists
15134,2011-08-04 15:17:00,8,1387.99,127,8,1387.99,3,5,4,354,Loyalists
15135,2011-04-14 19:16:00,1,139.05,239,1,139.05,2,1,1,211,Hibernating
15136,2011-09-04 16:05:00,4,1286.7,96,4,1286.7,4,4,4,444,Champions
15139,2011-01-07 12:44:00,2,301.06,337,2,301.06,1,3,2,132,Others
15140,2011-08-16 11:37:00,7,2354.25,116,7,2354.25,3,5,4,354,Loyalists
15142,2011-10-24 12:51:00,1,498.74,46,1,498.74,4,1,2,412,Potential Loyalist
15143,2011-04-28 12:03:00,1,259.45,226,1,259.45,2,1,1,211,Hibernating
15144,2011-12-01 15:12:00,17,6958.76,8,17,6958.76,5,5,5,555,Champions
15145,2011-04-05 15:20:00,4,1194.73,248,4,1194.73,2,4,4,244,Others
15146,2011-02-21 13:07:00,2,1327.16,291,2,1327.16,1,3,4,134,Others
15147,2011-04-13 15:57:00,1,623.5,240,1,623.5,2,1,3,213,Hibernating
15148,2011-11-29 08:21:00,1,301.29,11,1,301.29,5,1,2,512,Potential Loyalist
15149,2011-07-29 10:58:00,1,520.8,134,1,520.8,3,1,2,312,Others
15150,2011-08-03 14:19:00,10,5314.47,128,10,5314.47,3,5,5,355,Loyalists
15152,2011-08-03 15:14:00,13,4745.69,128,13,4745.69,3,5,5,355,Loyalists
15153,2011-11-08 17:09:00,1,329.25,31,1,329.25,5,1,2,512,Potential Loyalist
15154,2011-09-25 16:05:00,1,296.42,75,1,296.42,4,1,2,412,Potential Loyalist
15156,2011-12-05 09:15:00,3,961.49,5,3,961.49,5,3,3,533,Loyalists
15157,2011-12-06 11:28:00,3,3021.53,4,3,3021.53,5,3,5,535,Loyalists
15158,2011-10-25 13:53:00,1,401.4,45,1,401.4,4,1,2,412,Potential Loyalist
15159,2011-10-03 16:46:00,30,21339.13,67,30,21339.13,4,5,5,455,Champions
15160,2010-12-17 14:15:00,1,316.32,357,1,316.32,1,1,2,112,Hibernating
15163,2011-11-21 13:10:00,2,304.47,18,2,304.47,5,3,2,532,Loyalists
15164,2011-10-02 12:05:00,3,1016.44,69,3,1016.44,4,3,3,433,Loyalists
15165,2010-12-01 14:03:00,1,975.5,373,1,975.5,1,1,3,113,Hibernating
15167,2011-01-23 12:41:00,1,326.0,321,1,326.0,1,1,2,112,Hibernating
15168,2011-11-14 11:26:00,1,106.56,26,1,106.56,5,1,1,511,Potential Loyalist
15171,2011-01-12 15:36:00,1,2579.0,331,1,2579.0,1,1,5,115,Hibernating
15172,2011-12-01 11:51:00,5,1624.05,9,5,1624.05,5,4,4,544,Champions
15174,2011-01-21 09:06:00,1,271.5,323,1,271.5,1,1,1,111,Hibernating
15175,2011-09-29 11:31:00,1,224.14,72,1,224.14,4,1,1,411,Potential Loyalist
15178,2011-03-24 15:12:00,1,40.5,260,1,40.5,2,1,1,211,Hibernating
15179,2011-04-01 14:19:00,5,3492.57,252,5,3492.57,2,4,5,245,Others
15180,2010-12-07 14:57:00,1,175.0,367,1,175.0,1,1,1,111,Hibernating
15181,2011-10-04 13:58:00,3,689.48,66,3,689.48,4,3,3,433,Loyalists
15182,2011-07-08 13:37:00,2,622.85,154,2,622.85,3,3,3,333,Loyalists
15184,2011-06-02 12:06:00,2,406.76,191,2,406.76,3,3,2,332,Loyalists
15185,2011-09-30 14:06:00,1,310.62,70,1,310.62,4,1,2,412,Potential Loyalist
15186,2011-06-24 14:54:00,2,411.41,168,2,411.41,3,3,2,332,Loyalists
15187,2011-12-01 08:57:00,16,4777.18,9,16,4777.18,5,5,5,555,Champions
15189,2011-09-01 12:34:00,41,17257.53,100,41,17257.53,3,5,5,355,Loyalists
15192,2011-06-01 15:47:00,3,1359.32,191,3,1359.32,3,3,4,334,Loyalists
15193,2011-10-10 08:23:00,1,499.32,61,1,499.32,4,1,2,412,Potential Loyalist
15194,2011-03-01 10:08:00,15,9822.64,284,15,9822.64,1,5,5,155,Others
15195,2011-12-07 12:20:00,1,3861.0,3,1,3861.0,5,1,5,515,Potential Loyalist
15197,2011-04-01 11:50:00,3,1636.11,253,3,1636.11,2,3,4,234,Others
15198,2011-08-07 15:16:00,2,193.64,124,2,193.64,3,3,1,331,Loyalists
15199,2011-02-04 14:04:00,4,1621.8,308,4,1621.8,1,4,4,144,Others
15201,2011-08-05 13:28:00,5,1236.54,126,5,1236.54,3,4,4,344,Loyalists
15203,2011-02-01 12:29:00,6,2039.74,312,6,2039.74,1,5,4,154,Others
15204,2010-12-17 13:49:00,1,633.16,357,1,633.16,1,1,3,113,Hibernating
15205,2011-08-04 16:07:00,2,653.24,127,2,653.24,3,3,3,333,Loyalists
15206,2011-09-01 11:41:00,4,420.3,100,4,420.3,3,4,2,342,Loyalists
15208,2011-10-07 14:43:00,5,935.52,63,5,935.52,4,4,3,443,Loyalists
15210,2011-04-28 16:11:00,1,331.18,225,1,331.18,2,1,2,212,Hibernating
15211,2010-12-09 16:08:00,2,1277.48,365,2,1277.48,1,3,4,134,Others
15212,2011-04-12 13:45:00,1,101.8,241,1,101.8,2,1,1,211,Hibernating
15213,2011-01-14 11:05:00,2,656.7,330,2,656.7,1,3,3,133,Others
15214,2011-11-01 10:12:00,8,1661.44,39,8,1661.44,4,5,4,454,Champions
15215,2011-09-04 12:24:00,3,734.94,97,3,734.94,4,3,3,433,Loyalists
15216,2011-09-13 11:41:00,1,96.6,88,1,96.6,4,1,1,411,Potential Loyalist
15218,2011-05-06 10:36:00,11,6338.55,218,11,6338.55,2,5,5,255,Others
15219,2011-06-16 16:57:00,1,305.75,176,1,305.75,3,1,2,312,Others
15220,2011-03-04 10:24:00,6,1778.96,281,6,1778.96,2,5,4,254,Others
15221,2010-12-08 13:08:00,1,806.5,366,1,806.5,1,1,3,113,Hibernating
15222,2011-01-25 08:03:00,1,1170.0,319,1,1170.0,1,1,4,114,Hibernating
15223,2011-04-04 12:17:00,2,755.75,250,2,755.75,2,3,3,233,Others
15224,2010-12-12 12:34:00,2,644.16,363,2,644.16,1,3,3,133,Others
15225,2011-04-19 14:51:00,1,409.4,234,1,409.4,2,1,2,212,Hibernating
15226,2011-02-02 11:41:00,1,308.82,311,1,308.82,1,1,2,112,Hibernating
15227,2011-11-03 11:58:00,5,1537.63,37,5,1537.63,5,4,4,544,Champions
15228,2011-08-02 12:27:00,4,4291.56,130,4,4291.56,3,4,5,345,Loyalists
15230,2011-04-13 11:04:00,2,429.6,241,2,429.6,2,3,2,232,Others
15232,2011-08-18 16:27:00,2,612.06,113,2,612.06,3,3,3,333,Loyalists
15234,2011-03-08 08:53:00,1,197.0,277,1,197.0,2,1,1,211,Hibernating
15235,2010-12-01 17:22:00,12,3560.55,373,12,3560.55,1,5,5,155,Others
15236,2011-02-14 10:52:00,1,642.1,299,1,642.1,1,1,3,113,Hibernating
15237,2011-12-08 09:46:00,4,1412.32,2,4,1412.32,5,4,4,544,Champions
15238,2011-09-05 15:26:00,3,1071.99,95,3,1071.99,4,3,4,434,Loyalists
15239,2011-09-22 09:53:00,2,780.59,79,2,780.59,4,3,3,433,Loyalists
15240,2011-02-01 08:23:00,5,2019.47,312,5,2019.47,1,4,4,144,Others
15241,2011-03-01 11:02:00,8,1756.44,284,8,1756.44,1,5,4,154,Others
15243,2011-09-26 14:12:00,1,316.68,74,1,316.68,4,1,2,412,Potential Loyalist
15244,2011-04-05 15:12:00,2,631.57,248,2,631.57,2,3,3,233,Others
15245,2011-06-05 13:29:00,3,2515.84,187,3,2515.84,3,3,5,335,Loyalists
15246,2011-04-15 14:45:00,2,700.15,238,2,700.15,2,3,3,233,Others
15247,2011-08-09 12:52:00,1,356.0,122,1,356.0,3,1,2,312,Others
15249,2011-08-04 10:43:00,13,6688.46,128,13,6688.46,3,5,5,355,Loyalists
15251,2011-08-04 19:20:00,11,10484.99,127,11,10484.99,3,5,5,355,Loyalists
15252,2011-11-03 13:30:00,2,740.78,36,2,740.78,5,3,3,533,Loyalists
15253,2011-09-12 12:32:00,5,918.2,89,5,918.2,4,4,3,443,Loyalists
15254,2011-08-04 15:04:00,1,300.36,127,1,300.36,3,1,2,312,Others
15255,2011-10-04 12:43:00,1,890.85,67,1,890.85,4,1,3,413,Potential Loyalist
15256,2011-07-14 11:47:00,1,98.45,149,1,98.45,3,1,1,311,Others
15257,2011-03-01 12:58:00,1,317.15,283,1,317.15,2,1,2,212,Hibernating
15258,2011-05-06 14:16:00,2,623.16,217,2,623.16,2,3,3,233,Others
15260,2010-12-02 12:09:00,7,2231.27,373,7,2231.27,1,5,4,154,Others
15261,2011-07-27 15:20:00,1,254.82,135,1,254.82,3,1,1,311,Others
15262,2011-01-20 12:16:00,1,357.9,324,1,357.9,1,1,2,112,Hibernating
15263,2011-08-25 10:26:00,1,156.51,107,1,156.51,3,1,1,311,Others
15264,2011-10-06 13:49:00,1,393.74,64,1,393.74,4,1,2,412,Potential Loyalist
15265,2011-07-11 14:46:00,2,1506.12,151,2,1506.12,3,3,4,334,Loyalists
15266,2011-01-05 13:40:00,1,238.6,338,1,238.6,1,1,1,111,Hibernating
15267,2011-07-07 11:36:00,5,1717.36,156,5,1717.36,3,4,4,344,Loyalists
15269,2011-11-16 09:32:00,1,408.8,24,1,408.8,5,1,2,512,Potential Loyalist
15270,2011-02-02 13:25:00,7,3392.99,310,7,3392.99,1,5,5,155,Others
15271,2011-08-02 14:50:00,15,2871.92,129,15,2871.92,3,5,5,355,Loyalists
15272,2011-10-13 12:59:00,2,721.94,57,2,721.94,4,3,3,433,Loyalists
15274,2011-12-05 16:57:00,2,716.57,4,2,716.57,5,3,3,533,Loyalists
15275,2011-11-02 11:20:00,1,615.14,38,1,615.14,5,1,3,513,Potential Loyalist
15276,2011-10-04 16:39:00,1,135.31,66,1,135.31,4,1,1,411,Potential Loyalist
15277,2011-10-24 10:08:00,1,255.9,47,1,255.9,4,1,1,411,Potential Loyalist
15279,2010-12-20 10:48:00,1,581.02,355,1,581.02,1,1,3,113,Hibernating
15280,2011-06-20 17:14:00,1,113.12,172,1,113.12,3,1,1,311,Others
15281,2011-04-07 10:38:00,9,3112.57,247,9,3112.57,2,5,5,255,Others
15286,2011-10-21 11:08:00,1,240.55,50,1,240.55,4,1,1,411,Potential Loyalist
15287,2011-11-17 15:34:00,2,486.69,22,2,486.69,5,3,2,532,Loyalists
15288,2011-07-07 10:28:00,5,2472.17,156,5,2472.17,3,4,5,345,Loyalists
15289,2011-04-04 12:44:00,3,939.78,250,3,939.78,2,3,3,233,Others
15290,2011-12-01 16:28:00,18,8796.05,8,18,8796.05,5,5,5,555,Champions
15291,2011-04-01 13:02:00,15,6040.49,252,15,6040.49,2,5,5,255,Others
15292,2011-05-22 15:00:00,1,180.94,201,1,180.94,2,1,1,211,Hibernating
15296,2011-06-09 11:49:00,6,4872.19,184,6,4872.19,3,5,5,355,Loyalists
15297,2011-10-07 09:42:00,3,641.94,64,3,641.94,4,3,3,433,Loyalists
15298,2011-01-05 16:00:00,12,5672.98,338,12,5672.98,1,5,5,155,Others
15299,2010-12-02 16:48:00,7,6342.02,372,7,6342.02,1,5,5,155,Others
15300,2011-10-06 17:08:00,1,496.44,64,1,496.44,4,1,2,412,Potential Loyalist
15301,2011-06-05 15:53:00,12,5743.72,187,12,5743.72,3,5,5,355,Loyalists
15303,2011-02-22 13:59:00,1,574.02,290,1,574.02,1,1,3,113,Hibernating
15304,2011-03-03 09:39:00,8,817.55,282,8,817.55,2,5,3,253,Others
15306,2011-10-06 12:56:00,3,1174.35,64,3,1174.35,4,3,4,434,Loyalists
15307,2011-09-05 11:38:00,1,205.3,96,1,205.3,4,1,1,411,Potential Loyalist
15308,2011-03-10 13:08:00,1,310.47,274,1,310.47,2,1,2,212,Hibernating
15311,2011-02-01 13:25:00,91,72918.92,311,91,72918.92,1,5,5,155,Others
15312,2011-05-08 15:22:00,4,1214.59,215,4,1214.59,2,4,4,244,Others
15313,2011-08-21 16:02:00,1,52.0,110,1,52.0,3,1,1,311,Others
15314,2011-05-24 14:39:00,1,327.97,199,1,327.97,2,1,2,212,Hibernating
15315,2011-10-06 12:51:00,2,570.5,64,2,570.5,4,3,3,433,Loyalists
15316,2011-01-17 11:34:00,1,330.0,327,1,330.0,1,1,2,112,Hibernating
15318,2011-12-06 11:30:00,1,312.62,4,1,312.62,5,1,2,512,Potential Loyalist
15319,2011-03-01 12:48:00,1,204.5,284,1,204.5,1,1,1,111,Hibernating
15320,2011-10-26 13:27:00,1,267.13,44,1,267.13,4,1,1,411,Potential Loyalist
15321,2011-02-21 11:10:00,3,2748.31,292,3,2748.31,1,3,5,135,Others
15322,2011-09-15 09:34:00,1,679.68,86,1,679.68,4,1,3,413,Potential Loyalist
15325,2011-08-28 11:55:00,1,162.29,104,1,162.29,3,1,1,311,Others
15326,2011-01-10 11:38:00,1,623.42,334,1,623.42,1,1,3,113,Hibernating
15327,2011-10-18 11:55:00,1,208.75,53,1,208.75,4,1,1,411,Potential Loyalist
15329,2011-06-21 10:37:00,3,1049.7,172,3,1049.7,3,3,3,333,Loyalists
15330,2011-11-07 17:50:00,2,714.96,32,2,714.96,5,3,3,533,Loyalists
15332,2010-12-05 12:00:00,4,3322.12,370,4,3322.12,1,4,5,145,Others
15333,2011-05-15 13:27:00,1,1028.56,208,1,1028.56,2,1,3,213,Hibernating
15334,2011-07-06 11:22:00,3,351.67,157,3,351.67,3,3,2,332,Loyalists
15335,2011-10-17 12:50:00,1,173.97,54,1,173.97,4,1,1,411,Potential Loyalist
15339,2011-10-04 12:51:00,2,831.97,66,2,831.97,4,3,3,433,Loyalists
15341,2011-09-20 09:40:00,1,2020.52,81,1,2020.52,4,1,4,414,Potential Loyalist
15342,2011-08-02 10:19:00,1,406.09,130,1,406.09,3,1,2,312,Others
15343,2011-09-13 13:55:00,1,364.5,87,1,364.5,4,1,2,412,Potential Loyalist
15344,2011-11-07 17:08:00,3,563.94,32,3,563.94,5,3,2,532,Loyalists
15345,2011-10-25 11:28:00,1,393.54,46,1,393.54,4,1,2,412,Potential Loyalist
15346,2011-01-11 11:18:00,1,504.84,333,1,504.84,1,1,2,112,Hibernating
15347,2010-12-08 15:25:00,1,403.2,366,1,403.2,1,1,2,112,Hibernating
15348,2011-09-28 13:17:00,1,158.04,72,1,158.04,4,1,1,411,Potential Loyalist
15349,2011-07-04 16:06:00,2,473.81,158,2,473.81,3,3,2,332,Loyalists
15350,2010-12-01 13:33:00,1,231.3,373,1,231.3,1,1,1,111,Hibernating
15351,2011-10-05 15:04:00,7,2234.78,65,7,2234.78,4,5,4,454,Champions
15353,2010-12-07 11:49:00,2,1088.67,368,2,1088.67,1,3,4,134,Others
15355,2011-11-10 13:44:00,2,277.05,29,2,277.05,5,3,1,531,Loyalists
15356,2011-04-01 15:37:00,10,3386.23,252,10,3386.23,2,5,5,255,Others
15358,2011-03-04 14:41:00,22,10766.05,280,22,10766.05,2,5,5,255,Others
15360,2011-10-31 09:35:00,1,427.93,40,1,427.93,4,1,2,412,Potential Loyalist
15361,2010-12-13 09:52:00,1,837.84,362,1,837.84,1,1,3,113,Hibernating
15363,2010-12-02 12:28:00,1,652.0,373,1,652.0,1,1,3,113,Hibernating
15364,2011-09-05 09:46:00,2,913.19,96,2,913.19,4,3,3,433,Loyalists
15365,2011-09-04 15:37:00,7,2522.93,96,7,2522.93,4,5,5,455,Champions
15366,2010-12-16 15:59:00,2,708.05,358,2,708.05,1,3,3,133,Others
15367,2011-04-08 11:50:00,4,1877.59,246,4,1877.59,2,4,4,244,Others
15368,2011-11-18 14:42:00,1,446.94,21,1,446.94,5,1,2,512,Potential Loyalist
15370,2011-01-11 11:32:00,7,3140.27,333,7,3140.27,1,5,5,155,Others
15372,2011-07-25 16:39:00,1,2007.4,137,1,2007.4,3,1,4,314,Others
15373,2011-12-01 15:05:00,12,3164.36,8,12,3164.36,5,5,5,555,Champions
15374,2011-08-03 09:59:00,1,168.0,129,1,168.0,3,1,1,311,Others
15376,2011-05-01 13:45:00,3,1233.36,222,3,1233.36,2,3,4,234,Others
15379,2011-01-06 14:07:00,7,6385.38,337,7,6385.38,1,5,5,155,Others
15380,2011-12-01 12:13:00,5,1920.36,9,5,1920.36,5,4,4,544,Champions
15381,2011-05-10 11:55:00,2,596.85,214,2,596.85,2,3,3,233,Others
15382,2011-06-08 11:56:00,6,6975.13,185,6,6975.13,3,5,5,355,Loyalists
15384,2010-12-15 11:34:00,2,945.98,360,2,945.98,1,3,3,133,Others
15385,2011-10-30 15:11:00,1,316.88,40,1,316.88,4,1,2,412,Potential Loyalist
15386,2011-06-06 13:47:00,1,394.14,186,1,394.14,3,1,2,312,Others
15388,2011-03-14 13:53:00,1,140.54,270,1,140.54,2,1,1,211,Hibernating
15389,2011-06-20 16:18:00,1,500.0,172,1,500.0,3,1,2,312,Others
15392,2011-12-05 11:01:00,4,1874.51,5,4,1874.51,5,4,4,544,Champions
15393,2011-03-03 16:58:00,2,231.86,281,2,231.86,2,3,1,231,Others
15394,2010-12-16 12:46:00,4,2771.2,359,4,2771.2,1,4,5,145,Others
15395,2011-01-18 12:40:00,1,214.9,326,1,214.9,1,1,1,111,Hibernating
15396,2011-08-19 10:56:00,1,288.18,113,1,288.18,3,1,2,312,Others
15397,2011-02-23 09:25:00,1,94.0,290,1,94.0,1,1,1,111,Hibernating
15398,2011-09-22 14:56:00,2,1345.53,78,2,1345.53,4,3,4,434,Loyalists
15399,2011-12-08 13:04:00,3,815.77,1,3,815.77,5,3,3,533,Loyalists
15400,2011-08-03 15:34:00,5,716.2,128,5,716.2,3,4,3,343,Loyalists
15402,2011-07-14 12:17:00,2,626.77,149,2,626.77,3,3,3,333,Loyalists
15405,2011-06-03 14:44:00,1,349.1,189,1,349.1,3,1,2,312,Others
15406,2011-11-08 13:22:00,2,763.0,31,2,763.0,5,3,3,533,Loyalists
15407,2011-05-01 14:58:00,4,1221.44,222,4,1221.44,2,4,4,244,Others
15408,2011-03-20 15:02:00,1,267.18,264,1,267.18,2,1,1,211,Hibernating
15410,2011-09-01 19:08:00,8,3450.84,99,8,3450.84,3,5,5,355,Loyalists
15411,2011-08-07 12:54:00,4,1358.88,124,4,1358.88,3,4,4,344,Loyalists
15412,2011-06-21 15:24:00,1,190.53,171,1,190.53,3,1,1,311,Others
15414,2011-11-02 14:58:00,3,774.9,37,3,774.9,5,3,3,533,Loyalists
15415,2011-01-30 14:13:00,1,1145.62,313,1,1145.62,1,1,4,114,Hibernating
15416,2011-03-02 08:41:00,4,3984.32,283,4,3984.32,2,4,5,245,Others
15417,2011-09-15 15:26:00,1,508.8,85,1,508.8,4,1,2,412,Potential Loyalist
15419,2011-11-15 09:23:00,1,135.86,25,1,135.86,5,1,1,511,Potential Loyalist
15421,2011-02-02 14:36:00,4,1245.42,310,4,1245.42,1,4,4,144,Others
15422,2011-01-20 14:17:00,2,195.4,323,2,195.4,1,3,1,131,Others
15423,2011-11-01 14:01:00,1,43.5,38,1,43.5,5,1,1,511,Potential Loyalist
15424,2011-03-30 13:00:00,2,383.34,254,2,383.34,2,3,2,232,Others
15426,2010-12-05 13:55:00,5,1858.81,369,5,1858.81,1,4,4,144,Others
